client_id,active_flag
CL702247,True
CL632553,True
CL730792,True
CL755178,True
CL881376,True
CL466177,True
CL941853,True
CL042695,False
CL419044,True
CL469048,True
CL158788,True
CL605377,True
CL722214,True
CL856073,True
CL491811,True
CL719065,True
CL263403,True
CL231286,True
CL525724,True
CL959013,True
CL292783,True
CL684262,True
CL908191,True
CL422246,True
CL916041,True
CL978282,True
CL607970,True
CL476920,True
CL756328,True
CL862582,True
CL233293,False
CL076285,True
CL534979,False
CL467575,True
CL949512,True
CL037041,True
CL671625,True
CL462609,True
CL550736,True
CL936765,True
CL004357,True
CL939760,True
CL102871,True
CL256064,True
CL984946,False
CL637891,True
CL557258,True
CL105551,True
CL515581,True
CL508376,True
CL806816,True
CL059845,True
CL487311,True
CL117254,True
CL153325,True
CL416699,False
CL112726,True
CL366870,False
CL267675,True
CL699102,True
CL522111,True
CL849972,True
CL800575,True
CL000727,True
CL384616,False
CL254928,True
CL917113,True
CL140673,True
CL982539,True
CL873937,True
CL470835,True
CL196933,True
CL323178,False
CL681183,True
CL653814,True
CL911359,True
CL391582,True
CL160547,True
CL722780,True
CL965082,True
CL576540,True
CL731479,True
CL708671,True
CL260298,True
CL252660,True
CL270678,True
CL454673,True
CL974696,False
CL621697,True
CL189020,True
CL277706,True
CL744927,True
CL540150,True
CL052698,True
CL779215,True
CL943514,True
CL846544,True
CL467695,True
CL470174,True
CL832159,False
CL228959,True
CL397019,False
CL617143,True
CL678112,True
CL729265,False
CL853114,True
CL427134,True
CL795772,True
CL230419,True
CL286978,True
CL328602,True
CL468169,True
CL368153,True
CL181375,True
CL167299,True
CL736673,False
CL634013,True
CL313111,True
CL099087,True
CL668490,True
CL691655,True
CL078930,False
CL580845,True
CL839097,True
CL913759,True
CL933492,False
CL513383,True
CL706200,True
CL508236,True
CL920723,True
CL151536,True
CL507332,True
CL581931,True
CL249740,True
CL920821,True
CL714476,True
CL668024,False
CL373683,True
CL366592,True
CL653430,True
CL278835,True
CL400226,True
CL559567,True
CL904870,True
CL984678,True
CL024967,True
CL938201,True
CL165508,True
CL645203,False
CL166521,True
CL147215,True
CL214178,True
CL961674,True
CL613674,True
CL356703,True
CL348062,True
CL269961,True
CL448274,True
CL468249,True
CL314508,True
CL523125,True
CL006299,True
CL751148,True
CL787592,False
CL738346,True
CL360958,True
CL858628,True
CL272622,True
CL124905,True
CL335210,False
CL034434,True
CL740361,True
CL635552,True
CL763605,True
CL560140,True
CL327960,False
CL840589,True
CL928347,True
CL944878,True
CL061739,True
CL345876,True
CL877790,True
CL508773,True
CL219859,True
CL320876,True
CL298157,True
CL027326,True
CL638081,True
CL928482,True
CL979307,False
CL539674,True
CL070828,True
CL893261,True
CL610117,True
CL386937,True
CL581008,True
CL709591,True
CL068687,True
CL271700,True
CL471469,True
CL010425,True
CL326145,True
CL206317,False
CL795075,True
CL325738,True
CL627566,True
CL735822,True
CL438607,True
CL369823,True
CL110967,True
CL780751,True
CL092775,True
CL898306,True
CL443035,True
CL696279,True
CL206545,True
CL868076,True
CL945865,True
CL141866,True
CL001003,True
CL511435,True
CL661240,True
CL751363,True
CL627526,True
CL919708,True
CL192001,True
CL901046,True
CL389285,True
CL922788,True
CL046001,True
CL199718,True
CL996040,False
CL148916,True
CL898680,True
CL157176,True
CL398480,False
CL869327,True
CL741752,True
CL980959,True
CL308522,True
CL049490,True
CL416562,True
CL802173,True
CL663632,True
CL863750,True
CL166581,True
CL702097,False
CL387095,True
CL773943,True
CL123901,True
CL361062,True
CL728954,True
CL063190,True
CL321078,True
CL914351,True
CL860909,True
CL480272,True
CL681850,True
CL521932,True
CL476125,True
CL842043,True
CL273787,True
CL172912,True
CL227614,False
CL435082,True
CL674543,True
CL481438,True
CL350689,True
CL293022,True
CL812292,True
CL766126,True
CL120630,True
CL108402,True
CL639563,True
CL318667,True
CL326575,True
CL246477,True
CL313526,True
CL614517,True
CL949533,False
CL951289,True
CL641569,False
CL528069,True
CL501186,True
CL369498,True
CL709633,True
CL964524,True
CL398045,True
CL441227,True
CL354694,True
CL542500,True
CL814686,True
CL121907,True
CL996330,True
CL272085,True
CL508606,True
CL181967,False
CL493716,True
CL694317,True
CL229604,False
CL426288,True
CL561821,True
CL949783,True
CL952495,True
CL851773,True
CL603129,True
CL092977,False
CL412270,True
CL077478,True
CL892632,False
CL741490,True
CL856235,True
CL716174,True
CL314965,False
CL967545,True
CL816211,False
CL935711,True
CL194213,True
CL451850,True
CL427981,True
CL112933,True
CL397027,True
CL327645,True
CL762432,True
CL973708,True
CL466739,True
CL520993,True
CL079303,True
CL192654,True
CL932336,True
CL306346,True
CL322460,True
CL721766,True
CL610767,True
CL873264,False
CL261093,True
CL406013,True
CL130665,True
CL662842,True
CL968518,False
CL502564,True
CL495849,True
CL534652,True
CL771262,True
CL703259,False
CL178446,True
CL752581,True
CL216689,True
CL665126,True
CL970290,True
CL021400,True
CL942832,True
CL502185,True
CL971002,True
CL994727,True
CL422248,True
CL259479,True
CL176720,True
CL434367,True
CL547232,True
CL627249,True
CL249450,True
CL631867,True
CL031809,True
CL982077,False
CL802596,True
CL592120,True
CL860254,True
CL046347,True
CL596008,True
CL651963,True
CL757578,True
CL207412,False
CL246206,True
CL145048,True
CL939964,True
CL141832,True
CL011390,True
CL621828,True
CL053200,True
CL721384,True
CL089859,True
CL265130,True
CL600111,True
CL744789,True
CL418149,True
CL562291,True
CL760108,True
CL144607,True
CL530080,False
CL240000,False
CL310642,True
CL670194,True
CL654480,True
CL959327,True
CL254374,True
CL569157,True
CL716271,True
CL627286,True
CL573505,True
CL138701,False
CL696541,True
CL984305,True
CL331989,False
CL233577,True
CL672185,True
CL275032,True
CL599413,True
CL833310,True
CL332355,True
CL260846,True
CL127395,True
CL778898,True
CL443567,True
CL188662,True
CL377412,True
CL159649,True
CL997250,False
CL666185,True
CL554091,True
CL051592,True
CL173761,True
CL025844,True
CL707684,False
CL342656,True
CL580285,True
CL228490,True
CL237795,True
CL358630,True
CL441145,True
CL679677,True
CL664656,True
CL490437,True
CL868398,True
CL789565,True
CL240794,True
CL389191,True
CL781340,True
CL206208,True
CL531849,True
CL724104,True
CL631601,True
CL309556,True
CL935040,True
CL052654,False
CL750656,False
CL990960,False
CL128154,True
CL348245,True
CL047085,True
CL970261,True
CL013879,True
CL840810,True
CL317572,True
CL634587,True
CL773611,True
CL668062,True
CL135524,True
CL269557,True
CL258074,True
CL647822,True
CL959162,True
CL429505,True
CL901272,True
CL336923,True
CL070184,True
CL919123,True
CL460577,True
CL835124,True
CL414552,True
CL022678,True
CL453810,True
CL220969,True
CL396852,True
CL914346,True
CL809559,True
CL800590,True
CL395522,True
CL372540,True
CL960463,True
CL229893,True
CL718657,True
CL699571,True
CL435828,True
CL451349,True
CL915461,True
CL522490,True
CL508752,True
CL864573,True
CL962746,True
CL908823,True
CL180073,False
CL821483,True
CL818272,True
CL728679,True
CL961975,True
CL495404,True
CL377886,True
CL905831,False
CL677104,True
CL224930,True
CL112396,True
CL349553,False
CL996391,True
CL139381,True
CL908806,True
CL009789,True
CL222106,True
CL622065,True
CL817052,False
CL369284,True
CL011591,True
CL824196,True
CL405094,True
CL663378,True
CL377884,True
CL087797,True
CL734399,True
CL133210,True
CL263478,True
CL275319,True
CL563150,True
CL288547,True
CL394342,True
CL872600,True
CL285677,True
CL041226,True
CL368211,True
CL989799,True
CL328489,True
CL563141,True
CL331869,False
CL393338,True
CL579296,True
CL478990,True
CL551005,True
CL460251,True
CL031286,True
CL309093,True
CL413538,True
CL675495,True
CL371932,True
CL868606,True
CL296980,True
CL876767,True
CL802109,False
CL137679,True
CL303358,True
CL262623,True
CL253337,True
CL107659,True
CL863889,True
CL300180,True
CL654188,True
CL658806,True
CL486316,True
CL742891,True
CL073324,True
CL899361,True
CL123719,True
CL649985,True
CL601054,True
CL526422,True
CL575726,True
CL435073,True
CL126980,True
CL644903,True
CL691594,True
CL877098,False
CL418707,True
CL835274,True
CL604342,True
CL244875,True
CL475783,False
CL239847,True
CL840419,True
CL646561,True
CL385113,True
CL870282,True
CL673994,True
CL816068,True
CL078849,False
CL442827,True
CL427467,True
CL559008,False
CL671306,True
CL838939,True
CL201828,True
CL238738,True
CL990885,True
CL628670,True
CL842287,True
CL048638,True
CL651035,True
CL549072,True
CL604843,True
CL712334,True
CL440617,True
CL138199,True
CL389771,True
CL237424,True
CL813994,True
CL098960,True
CL871775,True
CL820879,True
CL508218,True
CL844157,True
CL904050,True
CL158360,True
CL938277,True
CL030781,True
CL066351,True
CL231943,True
CL782119,True
CL976523,True
CL743792,True
CL907734,True
CL494353,True
CL265312,True
CL756187,True
CL265225,True
CL553284,True
CL707207,True
CL194040,True
CL749845,True
CL108627,True
CL146419,False
CL749811,True
CL729879,True
CL567072,False
CL321766,True
CL595637,True
CL217121,True
CL304666,False
CL603104,True
CL254597,True
CL464722,True
CL274875,True
CL584197,True
CL171099,True
CL850082,True
CL497782,True
CL076400,True
CL357751,True
CL331352,False
CL338973,True
CL196171,True
CL667904,True
CL353298,True
CL682008,True
CL226876,True
CL491324,True
CL289048,True
CL184482,True
CL442538,True
CL791223,True
CL622839,True
CL481331,True
CL414342,True
CL049665,True
CL247128,True
CL508458,True
CL939992,True
CL284915,True
CL327806,True
CL778048,False
CL928393,False
CL569688,False
CL056174,True
CL205687,True
CL791917,True
CL509965,True
CL297008,True
CL201684,True
CL800594,True
CL193795,True
CL760622,True
CL877660,True
CL251890,True
CL239964,True
CL031968,True
CL243722,True
CL004634,True
CL362004,True
CL372617,True
CL918211,True
CL928350,True
CL271729,False
CL076940,True
CL077876,True
CL680777,True
CL402553,True
CL381344,True
CL108461,True
CL457846,True
CL623474,True
CL755668,True
CL991933,True
CL936782,False
CL315902,True
CL479292,True
CL647374,True
CL596346,True
CL378168,True
CL544345,True
CL639793,True
CL925134,True
CL079083,True
CL184394,True
CL007629,True
CL135786,True
CL415425,True
CL276550,True
CL537305,True
CL666688,False
CL990374,True
CL024810,True
CL153294,True
CL753096,True
CL825778,True
CL573092,True
CL175247,True
CL546499,True
CL746030,True
CL972384,True
CL772985,False
CL408346,True
CL321854,True
CL182109,True
CL199468,True
CL813402,True
CL658542,True
CL599263,True
CL582840,True
CL737028,True
CL878015,True
CL398017,True
CL212668,True
CL472490,True
CL059147,False
CL049826,True
CL354416,True
CL501379,True
CL495520,True
CL669734,True
CL126142,True
CL623093,True
CL167214,True
CL711458,True
CL736592,True
CL048652,True
CL990964,True
CL429538,True
CL834131,True
CL167294,True
CL662564,True
CL703385,True
CL644163,True
CL243946,True
CL235198,True
CL210015,True
CL879525,True
CL111539,True
CL882919,True
CL750040,True
CL588742,True
CL787626,True
CL412225,True
CL942445,True
CL316620,True
CL205121,True
CL514541,True
CL315695,False
CL610240,True
CL543116,True
CL798876,True
CL084448,True
CL774798,True
CL126635,False
CL158836,True
CL776028,True
CL093517,True
CL228884,True
CL297133,True
CL757638,True
CL465053,True
CL717991,True
CL593211,True
CL783811,True
CL900016,False
CL896571,True
CL412467,True
CL772476,True
CL185448,True
CL386886,True
CL926106,True
CL230362,True
CL936080,True
CL302082,True
CL450671,True
CL670625,True
CL939540,True
CL709166,True
CL671035,True
CL501788,True
CL933320,True
CL416609,True
CL457127,True
CL665208,True
CL192489,True
CL215012,True
CL347236,False
CL758002,True
CL740928,True
CL442921,True
CL996306,True
CL423251,True
CL950161,True
CL516115,True
CL093811,True
CL656019,True
CL173676,True
CL490463,False
CL689583,True
CL706740,True
CL844813,True
CL208722,True
CL261504,True
CL632523,True
CL555770,True
CL815676,True
CL630381,True
CL830496,False
CL159422,True
CL354832,True
CL659582,True
CL975538,True
CL861362,True
CL017887,True
CL298469,True
CL402845,True
CL376223,True
CL699093,True
CL077556,True
CL387396,True
CL413036,True
CL464943,True
CL120653,False
CL690013,True
CL374554,True
CL696639,True
CL572128,True
CL493250,False
CL502188,False
CL651402,True
CL905635,False
CL508467,True
CL697018,True
CL169261,True
CL062361,True
CL993796,True
CL727693,True
CL097574,True
CL303356,True
CL966093,True
CL549566,True
CL952347,True
CL438587,True
CL744535,True
CL940020,True
CL381909,True
CL854437,True
CL251141,True
CL851019,True
CL580929,True
CL342528,True
CL843106,True
CL626365,True
CL574943,True
CL461116,False
CL452306,True
CL621411,True
CL957163,True
CL563386,True
CL950391,True
CL467391,True
CL871861,True
CL341409,True
CL549435,True
CL097358,True
CL918790,True
CL378957,True
CL045584,True
CL469374,True
CL199253,True
CL962327,True
CL920376,True
CL303063,True
CL187104,True
CL773031,True
CL971449,True
CL715511,True
CL906690,True
CL072997,True
CL747427,True
CL734862,True
CL841350,True
CL914881,False
CL507202,True
CL378702,True
CL360568,True
CL570071,True
CL270258,True
CL405188,False
CL801552,True
CL211834,True
CL736834,True
CL027730,False
CL423327,True
CL883257,True
CL825776,True
CL637465,True
CL756757,True
CL590813,True
CL923164,True
CL524376,True
CL881728,True
CL440354,False
CL974599,True
CL756168,True
CL447678,True
CL598676,True
CL122840,True
CL570081,True
CL034798,True
CL718876,True
CL666348,True
CL238913,True
CL933369,True
CL433484,True
CL224483,True
CL974335,True
CL983725,True
CL101543,True
CL144477,True
CL123500,True
CL066234,True
CL143511,True
CL241081,True
CL507118,True
CL961321,True
CL016330,True
CL223537,True
CL493424,True
CL114811,True
CL869399,True
CL623573,True
CL589798,True
CL136780,True
CL759337,True
CL477946,True
CL087089,True
CL817094,False
CL354536,True
CL953346,True
CL548111,True
CL108580,True
CL217084,True
CL730751,True
CL438980,True
CL720209,True
CL016982,True
CL049865,True
CL575737,True
CL150659,True
CL106007,True
CL375237,True
CL942447,True
CL385800,True
CL329937,True
CL511286,True
CL062677,True
CL194814,False
CL001417,True
CL900056,True
CL564788,True
CL760137,True
CL352727,True
CL574948,True
CL304842,True
CL609866,True
CL272551,True
CL864663,True
CL374096,False
CL399325,True
CL257963,True
CL425042,True
CL302553,True
CL563735,True
CL893691,True
CL616153,True
CL471062,True
CL587912,True
CL145796,True
CL344142,False
CL486096,True
CL218700,True
CL135406,True
CL136602,True
CL512056,False
CL899630,True
CL942886,True
CL794211,True
CL877418,True
CL060099,True
CL194662,True
CL476914,True
CL022911,True
CL097411,False
CL809411,True
CL539907,False
CL250898,True
CL661131,True
CL272090,True
CL340150,True
CL212485,True
CL775585,True
CL207904,True
CL496956,True
CL838604,True
CL100769,True
CL808998,True
CL406756,True
CL361792,True
CL269332,True
CL150138,True
CL000418,True
CL905529,True
CL810039,True
CL403132,True
CL507371,False
CL864599,True
CL832528,True
CL667470,True
CL230251,True
CL488457,True
CL085957,True
CL223947,True
CL490598,True
CL385477,True
CL396815,True
CL930134,True
CL176747,True
CL113309,True
CL762575,False
CL458234,True
CL989370,True
CL822928,True
CL943913,False
CL816574,True
CL069950,True
CL340020,True
CL342869,True
CL867149,True
CL163228,True
CL823769,True
CL109705,True
CL551420,True
CL114600,True
CL808483,True
CL989417,True
CL091939,True
CL133764,False
CL607207,True
CL035120,True
CL964334,True
CL558094,True
CL872887,True
CL112316,True
CL048261,True
CL989032,False
CL215635,True
CL842133,True
CL394806,True
CL133146,True
CL963712,False
CL589209,True
CL942963,True
CL081796,True
CL421033,True
CL850921,True
CL700014,True
CL381898,True
CL911902,False
CL871988,True
CL390913,True
CL766134,True
CL647335,True
CL328267,False
CL129131,True
CL512924,False
CL021867,True
CL004195,True
CL669100,True
CL248997,True
CL235577,True
CL727807,True
CL433370,True
CL272525,True
CL681210,True
CL541705,True
CL330127,True
CL564928,True
CL069971,True
CL523174,True
CL636945,True
CL955756,False
CL949890,True
CL086404,True
CL228478,True
CL743489,True
CL035918,True
CL035663,True
CL890226,True
CL343430,True
CL193876,True
CL822432,True
CL735667,True
CL832010,True
CL013625,True
CL366209,True
CL714209,True
CL240518,True
CL254967,True
CL732759,True
CL139279,True
CL254710,True
CL926123,True
CL093380,True
CL226543,False
CL271864,True
CL191237,True
CL995608,False
CL170789,True
CL306022,True
CL533867,True
CL102887,True
CL146040,True
CL951133,True
CL613282,True
CL512109,True
CL976045,True
CL103619,True
CL521595,True
CL780399,True
CL791904,False
CL636965,False
CL702846,False
CL713372,False
CL454543,True
CL374886,True
CL546515,False
